title,mediaType,eps,ongoing,startYr,finishYr,sznOfRelease,studios,tags,contentWarn,watched,watching,dropped,rating,votes,duration
Fate/stay night: Unlimited Blade Works Movie,Movie,1,FALSE,2010,2010,,['Studio Deen'],"['Action', 'Fantasy', 'Contemporary Fantasy', 'Magic', 'Superpowers', 'Urban Fantasy', 'Based on a Visual Novel']",['Violence'],16573,210,92,4.142,11174,27
Kill La Kill Special,DVD Special,1,FALSE,2014,2014,,['Studio Trigger'],"['Action', 'Comedy', 'Ecchi', 'Sci Fi', 'Aliens', 'Superpowers', 'Swordplay', 'Original Work']",[],8395,72,42,4.141,5677,
Grimgar of Fantasy and Ash,TV,12,FALSE,2016,2016,Winter,['A-1 Pictures'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Guilds', 'Isekai', 'MMORPG', 'Monsters', 'Person in a Strange World', 'RPG', 'Weak to Strong', 'Based on a Light Novel']",['Violence'],20773,2190,1406,4.141,16707,
Haré+Guu FINAL,OVA,7,FALSE,2003,2004,Summer,"['Kyoto Animation', 'Shin-Ei Animation']","['Comedy', 'Shounen', 'Slice of Life', 'Gag', 'Overpowered Main Characters', 'Parody', 'Based on a Manga']",[],2002,36,39,4.14,1313,
The Kawai Complex Guide to Manors and Hostel Behavior: First Time,DVD Special,1,FALSE,2014,2014,Fall,[],"['Comedy', 'Romance', 'Seinen', 'Slice of Life', 'School Life', 'Based on a Manga']",[],2768,35,26,4.139,1797,
Made in Abyss: Marulk's Everyday,Other,4,FALSE,2020,2020,,[],['Slice of Life'],[],66,26,1,4.112,31,18
Quanzhi Fashi 3rd Season,Web,12,FALSE,2018,2018,,['Foch'],"['Action', 'Fantasy', 'Chinese Animation', 'Elemental Powers', 'Magic', 'School Life', 'Supernatural', 'Urban Fantasy', 'Based on a Novel']",[],1523,203,20,4.138,1021,
Yowamushi Pedal The Movie,Movie,1,FALSE,2015,2015,,"['TMS Entertainment', '8 Pan']","['Shounen', 'Sports', 'Cycling', 'Racing', 'School Club', 'School Life', 'Tournaments', 'Based on a Manga']",[],1236,30,6,4.138,817,
Space Brothers: Number Zero,Movie,1,FALSE,2014,2014,Spring,['A-1 Pictures'],"['Drama', 'Sci Fi', 'Seinen', 'Astronauts', 'Outer Space', 'Work Life', 'Based on a Manga']",[],174,11,7,4.14,114,
Hi Score Girl,TV,12,FALSE,2018,2018,Summer,['Shogakukan Music & Digital Entertainment'],"['Comedy', 'Drama', 'Romance', 'Seinen', 'Coming of Age', 'Historical', 'Video Game Industry', 'Based on a Manga', 'CG Animation']",[],3310,421,252,4.137,2692,
K: Return of Kings,TV,13,FALSE,2015,2015,Fall,['GoHands'],"['Action', 'Animeism', 'Supernatural', 'Superpowers', 'Original Work']",[],10475,1506,423,4.138,7755,
City Hunter 2,TV,63,FALSE,1988,1989,,['Sunrise'],"['Action', 'Comedy', 'Drama', 'Shounen', 'Episodic', 'Guns', 'Based on a Manga']",[],2250,76,47,4.138,1463,
"Sayonara, Zetsubou-Sensei",TV,12,FALSE,2007,2007,Summer,['Shaft'],"['Comedy', 'Shounen', 'Slice of Life', 'Breaking the Fourth Wall', 'Dark Comedy', 'Gag', 'Parody', 'Satire', 'Teaching', 'Based on a Manga']","['Mature Themes', 'Suicide']",16768,1960,1659,4.138,13930,
Hidamari Sketch x 365,TV,13,FALSE,2008,2008,Summer,['Shaft'],"['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Boarding House', 'Iyashikei', 'Neighbors', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],2195,149,83,4.137,1576,
Non Non Biyori Repeat OVA,OVA,1,FALSE,2016,2016,,['SILVER LINK'],"['Comedy', 'Seinen', 'Slice of Life', 'Countryside', 'Iyashikei', 'Based on a Manga']",[],1034,12,5,4.136,722,
Kakushigoto,TV,11,TRUE,2020,,Spring,['Ajia-do'],"['Comedy', 'Drama', 'Shounen', 'Slice of Life', 'Manga Industry', 'Single Parent', 'Based on a Manga']",[],,2735,164,4.143,891,
Yumeiro Pâtissière,TV,50,FALSE,2009,2010,Fall,['Studio Hibari'],"['Fantasy', 'Shoujo', 'Baking', 'Culinary School', 'Family Friendly', 'Food and Beverage', 'School Life', 'Based on a Manga']",[],6091,684,476,4.136,4545,
Angel Beats! Stairway to Heaven,,1,FALSE,2010,2010,,['P.A. Works'],"['Comedy', 'Afterlife', 'School Life', 'Supernatural', 'Original Work']",[],23081,352,103,4.137,15720,
Hakkenden: Eight Dogs of the East 2,TV,13,FALSE,2013,2013,Summer,['Studio Deen'],"['Action', 'Fantasy', 'Shoujo', 'Supernatural', 'Based on a Manga']",[],3759,288,78,4.136,2725,
Legend of the Galactic Heroes: Die Neue These,TV,12,FALSE,2018,2018,Spring,['Production I.G'],"['Drama', 'Sci Fi', 'Military', 'Outer Space', 'Political', 'Space Opera', 'War', 'Based on a Novel']",[],1665,422,148,4.136,1479,
Persona 3 The Movie 2: Midsummer Knight's Dream,Movie,1,FALSE,2014,2014,,['A-1 Pictures'],"['Fantasy', 'Supernatural', 'Based on a Video Game']",[],2477,42,13,4.135,1686,23
Attack on Titan: Ilse's Notebook,OVA,3,FALSE,2013,2014,Winter,['Wit Studio'],"['Action', 'Fantasy', 'Horror', 'Shounen', 'Dark Fantasy', 'Isolated Society', 'Outside World', 'Post-apocalyptic', 'Based on a Manga']","['Cannibalism', 'Violence']",15843,1793,206,4.135,11424,
Hybrid Child,OVA,4,FALSE,2014,2015,,['Studio Deen'],"['BL', 'Drama', 'Romance', 'Shounen-ai', 'Androids', 'Feudal Japan', 'Historical', 'Non-Human Protagonists', 'Robots', 'Samurai', 'Based on a Manga']",[],4332,267,116,4.134,2960,
The Irregular at Magic High School Movie: The Girl Who Summons the Stars,Movie,1,FALSE,2017,2017,Fall,['8-Bit'],"['Action', 'Drama', 'Sci Fi', 'Island', 'Magic', 'Military', 'Based on a Light Novel']",[],4912,201,53,4.133,3132,
Tegami Bachi: Letter Bee Reverse,TV,25,FALSE,2010,2011,Fall,['St. Signpost'],"['Fantasy', 'Shounen', 'Insects', 'Steampunk', 'Based on a Manga']",[],4853,640,233,4.134,3622,
Kingsglaive: Final Fantasy XV,Movie,1,FALSE,2016,2016,,['Visual Works'],"['Action', 'Fantasy', 'Magic', 'Based on a Video Game', 'CG Animation']",[],3408,47,24,4.133,2360,
Beelzebub,TV,60,FALSE,2011,2012,Winter,['St. Signpost'],"['Action', 'Comedy', 'Shounen', 'Childcare', 'Delinquents', 'Demons', 'Master-Servant Relationship', 'Overpowered Main Characters', 'Single Parent', 'Superpowers', 'Based on a Manga']",[],20585,6467,3451,4.134,20133,
Digimon Adventure Tri. Movie 2: Determination,Movie,1,FALSE,2016,2016,,['Toei Animation'],"['Action', 'Drama', 'Sci Fi', 'Monsters']",[],3311,68,25,4.133,2126,
Princess Tutu,TV,26,FALSE,2002,2003,Summer,['Hal Film Maker'],"['Drama', 'Fantasy', 'Magical Girl', 'Romance', 'Animal Transformation', 'Ballet Dancing', 'Boarding School', 'Classical Music', 'Dancing', 'Henshin Heroes', 'Magic', 'Music', 'Non-Human Protagonists', 'Royalty', 'Star-Crossed Lovers', 'Original Work']",[],10719,1030,1157,4.133,8461,
Tekkon Kinkreet,Movie,1,FALSE,2006,2006,,['Studio 4°C'],"['Action', 'Drama', 'Fantasy', 'Seinen', 'Gangs', 'Psychological', 'Urban Fantasy', 'Yakuza', 'Based on a Manga']",['Violence'],5265,80,59,4.132,4089,
Boruto: Naruto the Movie,Movie,1,FALSE,2015,2015,Winter,['Studio Pierrot'],"['Action', 'Shounen', 'Ninja', 'Based on a Manga']",[],15690,462,50,4.132,10111,
Fruits Basket,TV,26,FALSE,2001,2001,Summer,['Studio Deen'],"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Animal Transformation', 'Contemporary Fantasy', 'Curse', 'Love Triangle', 'Orphans', 'Based on a Manga']",[],57263,2867,2820,4.131,42848,94
Bleach Movie 4: Hell Verse,Movie,1,FALSE,2010,2010,,['Studio Pierrot'],"['Action', 'Shounen', 'Shinigami', 'Supernatural', 'Swordplay', 'Based on a Manga']",[],21587,113,67,4.132,13059,
The Twelve Kingdoms,TV,45,FALSE,2002,2003,Spring,['Studio Pierrot'],"['Fantasy', 'Contemporary Fantasy', 'Isekai', 'Person in a Strange World', 'Political', 'Based on a Light Novel']",[],12576,1301,1505,4.131,10522,
Seraph of the End,TV,12,FALSE,2015,2015,Spring,['Wit Studio'],"['Action', 'Drama', 'Horror', 'Shounen', 'Demons', 'Pandemic', 'Post-apocalyptic', 'Supernatural', 'Vampires', 'Based on a Manga']",['Violence'],37646,3182,1418,4.131,27827,
Strawberry Marshmallow OVA,OVA,3,FALSE,2007,2007,,['Daume'],"['Comedy', 'Shounen', 'Slice of Life', 'Based on a Manga']",[],3149,52,31,4.131,1973,
The Familiar of Zero: Knight of the Twin Moons,TV,12,FALSE,2007,2007,Summer,['J.C. Staff'],"['Comedy', 'Fantasy', 'Isekai', 'Magic', 'Magic School', 'Master-Servant Relationship', 'Person in a Strange World', 'School Life', 'Tsundere', 'Based on a Light Novel']",[],39800,876,596,4.13,27518,
Tsurune,TV,13,FALSE,2018,2019,Fall,['Kyoto Animation'],"['Sports', 'Archery', 'School Club', 'School Life', 'Tournaments', 'Based on a Light Novel']",[],2514,622,217,4.132,2094,
Cardcaptor Sakura: Clear Card-hen,TV,22,FALSE,2018,2018,Winter,['MADHOUSE'],"['Fantasy', 'Magical Girl', 'Shoujo', 'Contemporary Fantasy', 'Henshin Heroes', 'Magic', 'Urban Fantasy', 'Based on a Manga']",[],2029,1049,206,4.13,1836,
Gabriel Dropout Specials,DVD Special,2,FALSE,2017,2017,,['Doga Kobo'],"['Comedy', 'Drama', 'Shounen', 'Slice of Life', 'Angels', 'Demons', 'Non-Human Protagonists', 'Supernatural', 'Based on a Manga']",[],1661,78,15,4.129,1138,
One Piece: Episode of Luffy - Hand Island no Bouken,TV Special,1,FALSE,2012,2012,,['Toei Animation'],"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Island', 'Pirates', 'Superpowers', 'Based on a Manga']",[],5226,63,14,4.13,2875,5
Hetalia: The Beautiful World,TV,20,FALSE,2013,2013,Winter,['Studio Deen'],"['Comedy', 'Anthropomorphic', 'Chibi', 'Gag', 'Historical', 'Parody', 'Political', 'Satire', 'Short Episodes', 'Based on a Manga']",[],4643,471,153,4.129,3138,5
Hetalia: World Series,Web,48,FALSE,2010,2011,Spring,['Studio Deen'],"['Comedy', 'Anthropomorphic', 'Chibi', 'Gag', 'Historical', 'Parody', 'Political', 'Satire', 'Short Episodes', 'Based on a Manga']",[],8266,1564,516,4.129,6576,
Strawberry Marshmallow Encore,OVA,2,FALSE,2009,2009,,['Daume'],"['Comedy', 'Shounen', 'Slice of Life', 'Based on a Manga']",[],2346,54,21,4.128,1522,
Saiyuki Reload: Burial,OVA,3,FALSE,2007,2007,,['ARMS'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Josei', 'Journey to the West', 'Based on a Manga']",[],1735,49,23,4.128,900,
Sket Dance,TV,77,FALSE,2011,2012,Spring,['Tatsunoko Production'],"['Comedy', 'Shounen', 'Slice of Life', 'Breaking the Fourth Wall', 'Episodic', 'Gag', 'School Club', 'School Life', 'Based on a Manga']",[],5024,2316,1464,4.127,5839,
Kono Oto Tomare!,TV,13,FALSE,2019,2019,Spring,['Platinum Vision'],"['Drama', 'Romance', 'Shounen', 'Music', 'School Life', 'Based on a Manga']",[],2675,666,251,4.129,2217,
Is this a Zombie? Of the Dead,TV,10,FALSE,2012,2012,Spring,['Studio Deen'],"['Comedy', 'Ecchi', 'Fantasy', 'Magical Girl', 'Shounen', 'Contemporary Fantasy', 'Crossdressing', 'Henshin Heroes', 'Magic', 'Parody', 'School Life', 'Urban Fantasy', 'Zombies', 'Based on a Light Novel']",[],20415,1082,483,4.128,14520,
Hinomaru Sumo,TV,24,FALSE,2018,2019,Fall,['GONZO'],"['Action', 'Shounen', 'Sports', 'Hand to Hand Combat', 'Martial Arts', 'Sumo Wrestling', 'Wrestling', 'Based on a Manga']",[],2154,920,290,4.128,2011,
The New Prince of Tennis,TV,13,FALSE,2012,2012,Winter,"['M.S.C.', 'Production I.G']","['Shounen', 'Sports', 'Tennis', 'Based on a Manga']",[],4167,408,156,4.127,2728,
Hyperventilation,Web,6,FALSE,2017,2017,,[],"['BL', 'Shounen-ai', 'Yaoi', 'Illness', 'Korean Animation', 'Short Episodes', 'Original Work']",['Explicit Sex'],1398,225,20,4.122,819,
Fate/Grand Order: Absolute Demonic Front - Babylonia,TV,21,FALSE,2019,2020,Fall,['CloverWorks'],"['Action', 'Fantasy', 'Sci Fi', 'Magic', 'Proxy Battles', 'Superpowers', 'Based on a Mobile Game']",[],1369,1001,141,4.124,1394,
Darwin's Game,TV,11,FALSE,2020,2020,Winter,['Nexus'],"['Action', 'Drama', 'Sci Fi', 'Shounen', 'High Stakes Games', 'Play or Die', 'Psychological', 'PVP', 'Superpowers', 'Based on a Manga']",['Violence'],4881,2382,355,4.126,4447,
Penguindrum,TV,24,FALSE,2011,2011,Summer,[],"['Comedy', 'Drama', 'Conspiracy', 'Psychological', 'Siblings', 'Supernatural', 'Terrorism', 'Original Work']",[],7981,1395,1046,4.126,7437,
Nura: Rise of the Youkai Clan,TV,24,FALSE,2010,2010,Summer,['Studio Deen'],"['Action', 'Comedy', 'Shounen', 'Demons', 'Japanese Mythology', 'Monsters', 'Supernatural', 'Swordplay', 'Youkai', 'Based on a Manga']",[],16438,1826,1071,4.127,12503,
Is It Wrong to Try to Pick Up Girls in a Dungeon? II,TV,12,FALSE,2019,2019,Summer,['J.C. Staff'],"['Action', 'Comedy', 'Fantasy', 'Harem', 'Romance', 'Dungeon', 'Guilds', 'RPG', 'Swordplay', 'Weak to Strong', 'Based on a Light Novel']",[],11781,3190,267,4.127,8746,
Detective Conan,TV,974,TRUE,1996,,Winter,"['TMS Entertainment', 'V1 Studio']","['Drama', 'Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Episodic', 'Police', 'Based on a Manga']",['Violence'],,14928,4771,4.126,14422,
The Irregular at Magic High School,TV,26,FALSE,2014,2014,Spring,['MADHOUSE'],"['Action', 'Sci Fi', 'Brother Complex', 'Magic', 'Magic School', 'School Life', 'Siblings', 'Based on a Light Novel']",[],35009,4435,3081,4.125,27963,
Doupo Cangqiong,TV,12,FALSE,2017,2017,Summer,['Foch'],"['Action', 'Fantasy', 'Chinese Animation', 'Xianxia', 'Based on a Novel', 'CG Animation']",[],593,156,17,4.11,409,
The Tibetan Dog,Movie,1,FALSE,2011,2011,,['MADHOUSE'],"['Drama', 'Countryside', 'Dogs', 'Family Friendly', 'Pets', 'Original Work']",[],664,11,12,4.125,534,
FLCL,OVA,6,FALSE,2000,2001,,"['Gainax', 'Production I.G']","['Action', 'Comedy', 'Romance', 'Sci Fi', 'Coming of Age', 'Non-Human Protagonists', 'Robots', 'Slapstick', 'Original Work']",[],52741,1503,2182,4.124,39733,32
Noblesse: Awakening,OVA,1,FALSE,2016,2016,Spring,['Production I.G'],"['Action', 'Fantasy', 'Shounen', 'Non-Human Protagonists', 'Overpowered Main Characters', 'Supernatural', 'Vampires', 'Based on a Manga']","['Explicit Violence', 'Mature Themes', 'Physical Abuse']",5407,376,57,4.124,3623,
Mob Psycho 100 II: The First Spirits and Such Company Trip - A Journey that Mends the Heart and Heals the Soul,OVA,1,FALSE,2019,2019,Fall,['Bones'],"['Action', 'Comedy', 'Shounen', 'Psychic Powers', 'Psychological', 'School Life', 'Supernatural', 'Superpowers', 'Based on a Manga']",[],1714,33,4,4.123,1061,
Baka and Test - Summon the Beasts OVA,OVA,2,FALSE,2011,2011,,['SILVER LINK'],"['Comedy', 'School Life', 'Based on a Light Novel']",[],10494,181,49,4.123,6617,
Banner of the Stars III,OVA,2,FALSE,2005,2005,Summer,['Sunrise'],"['Sci Fi', 'Military', 'Outer Space', 'Space Opera', 'Based on a Novel']",[],3604,63,44,4.123,2253,
The Quintessential Quintuplets,TV,12,FALSE,2019,2019,Winter,['Tezuka Productions'],"['Comedy', 'Drama', 'Harem', 'Romance', 'Shounen', 'School Life', 'Siblings', 'Tutors', 'Based on a Manga']",[],8006,1563,400,4.123,6251,
Eyeshield 21,TV,145,FALSE,2005,2008,Spring,['Gallop'],"['Action', 'Comedy', 'Drama', 'Shounen', 'Sports', 'Football', 'School Club', 'School Life', 'Tournaments', 'Based on a Manga']","['Mature Themes', 'Physical Abuse']",9752,2780,1528,4.122,9111,
Gargantia on the Verdurous Planet,TV,13,FALSE,2013,2013,Spring,['Production I.G'],"['Action', 'Adventure', 'Mecha', 'Sci Fi', 'Ocean', 'Person in a Strange World', 'Post-apocalyptic', 'Real Robot', 'Robots', 'Sentient Mecha', 'Ship', 'Original Work']",[],20148,1393,678,4.122,15620,
Sweetness & Lightning,TV,12,FALSE,2016,2016,Summer,"['TMS Entertainment', '3xCube']","['Comedy', 'Drama', 'Seinen', 'Slice of Life', 'Anime no Me', 'Childcare', 'Cooking', 'Family Life', 'Food and Beverage', 'Iyashikei', 'Recipes', 'Single Parent', 'Based on a Manga']",[],6741,1306,562,4.121,5747,
Denpa Teki na Kanojo,OVA,2,FALSE,2009,2009,,[],"['Mystery', 'Noir', 'Psychological', 'Based on a Light Novel']","['Mature Themes', 'Suicide', 'Violence']",6811,534,145,4.121,5782,
Mitsudomoe Zouryouchuu!,TV,8,FALSE,2011,2011,Winter,['Bridge'],"['Comedy', 'Shounen', 'Slice of Life', 'School Life', 'Siblings', 'Based on a Manga']",[],3781,193,119,4.121,2878,
Kabaneri of the Iron Fortress Movie: The Battle of Unato,Movie,1,FALSE,2019,2019,,['Wit Studio'],"['Action', 'Drama', 'Fantasy', 'Horror', 'Apocalypse', 'Dark Fantasy', 'Guns', 'Pandemic', 'Steampunk', 'Trains', 'Zombies', 'Original Work']",['Violence'],2118,87,19,4.117,1415,
Knights of Sidonia,TV,12,FALSE,2014,2014,Spring,['Polygon Pictures'],"['Action', 'Adventure', 'Horror', 'Mecha', 'Sci Fi', 'Seinen', 'Aliens', 'Animeism', 'Outer Space', 'Post-apocalyptic', 'Real Robot', 'Based on a Manga', 'CG Animation']",['Violence'],11049,758,645,4.121,9016,
The Legend of the Legendary Heroes,TV,24,FALSE,2010,2010,Summer,['Zexcs'],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Political', 'War', 'Based on a Light Novel']",['Explicit Violence'],16976,1673,904,4.12,13106,
Barefoot Gen,Movie,1,FALSE,1983,1983,,['MADHOUSE'],"['Drama', 'Shounen', 'Historical', 'Lifestyle Change', 'Melancholy', 'Poverty', 'War', 'World War 2', 'Based on a Manga']",['Explicit Violence'],2444,33,41,4.12,1713,
Lupin III: The Woman Called Fujiko Mine,TV,13,FALSE,2012,2012,Spring,['TMS Entertainment'],"['Action', 'Criminals', 'Episodic', 'Noir', 'Thieves']",['Nudity'],2194,276,169,4.119,1792,
Bleach,TV,366,FALSE,2004,2012,Fall,['Studio Pierrot'],"['Action', 'Shounen', 'Afterlife', 'Shinigami', 'Supernatural', 'Superpowers', 'Swordplay', 'Based on a Manga']",['Violence'],53009,46914,19481,4.118,86316,25
Xam'd: Lost Memories,Web,26,FALSE,2008,2009,Summer,['Bones'],"['Action', 'Romance', 'Sci Fi', 'Island', 'Military', 'War', 'Original Work']",[],12261,1286,709,4.118,9823,
Inu X Boku Secret Service Special,DVD Special,1,FALSE,2012,2012,,['David Production'],"['Comedy', 'Romance', 'Shounen', 'Age Gap', 'Apartment Life', 'Bodyguards', 'Contemporary Fantasy', 'Japanese Mythology', 'Neighbors', 'Non-Human Protagonists', 'Supernatural', 'Youkai', 'Based on a Manga']",[],8088,90,44,4.117,5009,
Mobile Suit Gundam Wing,TV,49,FALSE,1995,1996,,['Sunrise'],"['Action', 'Mecha', 'Sci Fi', 'Outer Space', 'Political', 'Terrorism', 'War', 'Original Work']",[],22862,866,893,4.118,15569,
Maria-sama ga Miteru 3rd,OVA,5,FALSE,2006,2007,,['Studio Deen'],"['Drama', 'GL', 'Shoujo-ai', 'School Life', 'Based on a Light Novel']",[],2360,66,50,4.116,1567,
Dragon Ball Super,TV,131,FALSE,2015,2018,Summer,['Toei Animation'],"['Action', 'Comedy', 'Aliens', 'Gods', 'Hand to Hand Combat', 'Martial Arts', 'Non-Human Protagonists', 'Superpowers']",[],12431,9898,1140,4.118,14102,
Persona 3 The Movie 1: Spring of Birth,Movie,1,FALSE,2013,2013,,['AIC A.S.T.A.'],"['Fantasy', 'Supernatural', 'Based on a Video Game']",[],3614,87,31,4.115,2570,
Osomatsu-san,TV,25,FALSE,2015,2016,Fall,['Studio Pierrot'],"['Comedy', 'Josei', 'Slice of Life', 'Breaking the Fourth Wall', 'Episodic', 'Gag', 'NEET', 'Parody', 'Siblings', 'Slapstick', 'Based on a Manga']",[],2675,813,631,4.116,2609,
Yumeiro Pâtissière SP Professional,TV,13,FALSE,2010,2010,Fall,['Studio Hibari'],"['Fantasy', 'Shoujo', 'Baking', 'Culinary School', 'Family Friendly', 'Food and Beverage', 'School Life', 'Based on a Manga']",[],3839,172,116,4.114,2552,
City Hunter 3,TV,13,FALSE,1989,1990,,['Sunrise'],"['Action', 'Comedy', 'Drama', 'Shounen', 'Episodic', 'Guns', 'Based on a Manga']",[],1604,35,25,4.115,1063,104
One Piece Special: Heart of Gold,TV Special,1,FALSE,2016,2016,,['Toei Animation'],"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Pirates', 'Superpowers', 'Based on a Manga']",[],3132,51,11,4.115,1901,
Mobile Suit Gundam SEED,TV,50,FALSE,2002,2003,Fall,['Sunrise'],"['Action', 'Drama', 'Mecha', 'Sci Fi', 'Outer Space', 'Rivalries', 'War', 'Original Work']",['Sexual Content'],20509,764,1088,4.115,13995,
Danganronpa 3: The End of Hope's Peak Academy- Hope Arc,TV Special,1,FALSE,2016,2016,,['Lerche'],"['Mystery', 'High Stakes Games', 'Play or Die', 'Psychological', 'Based on a Video Game']",['Violence'],5054,153,35,4.116,3294,60
Psycho-Pass SS: Case. 2 - First Guardian,Movie,1,FALSE,2019,2019,,['Production I.G'],"['Sci Fi', 'Cyberpunk', 'Dystopia', 'Military', 'Noir', 'Police', 'Original Work']",['Explicit Violence'],883,46,6,4.117,619,
Moonlight Mile 2nd Season - Touch down,TV,14,FALSE,2007,2007,Summer,['Studio Hibari'],"['Drama', 'Sci Fi', 'Seinen', 'Astronauts', 'Outer Space', 'Based on a Manga']",[],351,25,18,4.114,259,
Darker than Black: Gemini of the Meteor,TV,12,FALSE,2009,2009,Fall,['Bones'],"['Action', 'Sci Fi', 'Superpowers', 'Original Work']",[],29027,1211,502,4.114,21546,
WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,TV,12,FALSE,2017,2017,Spring,"['Satelight', 'C2C']","['Drama', 'Fantasy', 'Mystery', 'Romance', 'Slice of Life', 'Island', 'Magic', 'Military', 'Post-apocalyptic', 'Based on a Light Novel']",[],7816,1030,456,4.114,6195,
Ghost in the Shell 2: Innocence,Movie,1,FALSE,2004,2004,,['Production I.G'],"['Sci Fi', 'Cyberpunk', 'Cyborgs', 'Hacking', 'Based on a Manga']",[],21298,154,96,4.113,14151,55
K: Seven Stories Movie 5 - Memory of Red ~BURN~,Movie,1,FALSE,2018,2018,,['GoHands'],"['Drama', 'Gangs', 'Supernatural', 'Superpowers', 'Original Work']",[],609,35,3,4.113,306,
Rage of Bahamut: Genesis,TV,12,FALSE,2014,2014,Fall,['Mappa'],"['Action', 'Adventure', 'Fantasy', 'Angels', 'Bounty Hunters', 'Demons', 'Magic', 'Monsters', 'Based on a Mobile Game']",[],11178,1282,630,4.113,9060,
High School DxD BorN,TV,12,FALSE,2015,2015,Spring,['TNK'],"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Angels', 'Contemporary Fantasy', 'Demons', 'Newly Co-ed School', 'Non-Human Protagonists', 'Norse Mythology', 'School Life', 'Based on a Light Novel']","['Nudity', 'Sexual Content']",23299,1892,416,4.112,16464,
Iga no Kabamaru,TV,24,FALSE,1983,1984,,['Gallop'],"['Comedy', 'School Life']",[],452,23,39,4.112,367,
L.O.R.D: Legend of Ravaging Dynasties,Movie,1,FALSE,2016,2016,,[],"['Action', 'Fantasy', 'Ancient China', 'Chinese Animation', 'CG Animation']",[],75,10,2,4.111,49,
Rilakkuma and Kaoru,Web,13,FALSE,2019,2019,Spring,['Dwarf'],"['Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Bears', 'Family Friendly', 'Non-Human Protagonists', 'San-X Characters', 'Short Episodes', 'Stop Motion Animation']",[],583,114,45,4.111,446,
Mobile Suit Gundam: Thunderbolt,Web,4,FALSE,2015,2016,Fall,['Sunrise'],"['Action', 'Mecha', 'Sci Fi', 'Seinen', 'Military', 'Psychological', 'War', 'Based on a Manga']","['Drug Use', 'Mature Themes', 'Violence']",1486,197,39,4.111,1214,
Minami-ke,TV,13,FALSE,2007,2007,Fall,['Daume'],"['Comedy', 'Seinen', 'Slice of Life', 'Gag', 'School Life', 'Siblings', 'Based on a Manga']",[],10965,708,693,4.11,8319,
To Love Ru: Darkness 2nd OVA,OVA,3,FALSE,2016,2016,,['XEBEC'],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci Fi', 'Shounen', 'Slice of Life', 'Aliens', 'Love Triangle', 'Non-Human Protagonists', 'Panty Shots', 'Based on a Manga']","['Nudity', 'Sexual Content']",2848,392,34,4.11,1842,
Golden Time,TV,24,FALSE,2013,2014,Fall,['J.C. Staff'],"['Comedy', 'Drama', 'Romance', 'Adult Couples', 'Amnesia', 'Childhood Promise', 'College', 'Coming of Age', 'Love Triangle', 'Mature Romance', 'School Life', 'Based on a Light Novel']",[],20705,2625,1781,4.111,17148,
O Maidens in Your Savage Season,TV,12,FALSE,2019,2019,Summer,['Lay-duce'],"['Comedy', 'Drama', 'Romance', 'Shounen', 'Coming of Age', 'School Club', 'School Life', 'Based on a Manga']",[],2683,658,249,4.11,2336,
Food Wars! The Third Plate: Erina no Shin Seikatsu,OVA,1,FALSE,2018,2018,,['J.C. Staff'],"['Comedy', 'Ecchi', 'Shounen', 'Slice of Life', 'Boarding House', 'Cooking', 'Neighbors', 'Based on a Manga']",[],2695,103,9,4.11,1491,68
Re:ZERO -Starting Life in Another World- Memory Snow,Movie,1,FALSE,2018,2018,,['WHITE FOX'],"['Comedy', 'Fantasy', 'Seinen', 'Slice of Life', 'Cheats', 'Isekai', 'Magic', 'Person in a Strange World', 'Time Travel', 'Based on a Light Novel']",[],3093,206,27,4.109,1958,120
Macross Frontier Movie 1: Itsuwari no Utahime,Movie,1,FALSE,2009,2009,Spring,"['8-Bit', 'Satelight']","['Action', 'Drama', 'Mecha', 'Romance', 'Sci Fi', 'Idols', 'Love Triangle', 'Music', 'Real Robot', 'Space Opera', 'Transforming Mecha']",['Nudity'],3005,38,27,4.107,1843,
Is the Order a Rabbit?? Season 2,TV,12,FALSE,2015,2015,Fall,"['WHITE FOX', 'Kinema Citrus']","['Comedy', 'Seinen', 'Slice of Life', 'Cafe', 'Coworkers', 'Iyashikei', 'Rabbits', 'Work Life', 'Based on a Manga']",[],2515,249,110,4.107,1949,
Rurouni Kenshin Movie,Movie,1,FALSE,1997,1997,,['Gallop'],"['Drama', 'Shounen', 'Feudal Japan', 'Samurai', 'Swordplay', 'Based on a Manga']",[],16889,95,54,4.107,9833,
One-Punch Man 2 Specials,DVD Special,6,FALSE,2019,2020,,['J.C. Staff'],"['Comedy', 'Seinen', 'Slice of Life', 'Overpowered Main Characters', 'Superheroes', 'Superpowers', 'Based on a Manga']",[],493,681,12,4.111,526,
