title,mediaType,eps,ongoing,startYr,finishYr,sznOfRelease,studios,tags,contentWarn,watched,watching,dropped,rating,votes,duration
Date a Live: Encore OVA,OVA,1,FALSE,2014,2014,,['Production IMS'],"['Harem', 'Romance', 'Sci Fi', 'Based on a Light Novel']",[],6012,65,20,4.207,3944,
Detective Conan Movie 12: Full Score of Fear,Movie,1,FALSE,2008,2008,Winter,['TMS Entertainment'],"['Drama', 'Mystery', 'Shounen', 'Age Transformation', 'Classical Music', 'Detectives', 'Music', 'Music School', 'School Life', 'Based on a Manga']",[],4881,21,23,4.208,2607,
Lupin III: Goemon's Blood Spray,Movie,1,FALSE,2017,2017,Fall,['Telecom Animation Film'],"['Action', 'Comedy', 'Seinen', 'Assassins', 'Criminals', 'Thieves', 'Based on a Manga']",['Explicit Violence'],580,33,11,4.209,429,24
School Babysitters Special,DVD Special,1,FALSE,2018,2018,,[],"['Comedy', 'Shoujo', 'Slice of Life', 'Childcare', 'Lifestyle Change', 'Orphans', 'Siblings', 'Based on a Manga']",[],1129,47,5,4.211,602,
Lucky Star OVA,OVA,1,FALSE,2008,2008,Summer,['Kyoto Animation'],"['Comedy', 'Shounen', 'Slice of Life', 'Gag', 'Otaku Culture', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],16913,143,80,4.206,11304,
Seitokai Yakuindomo OVA,OVA,8,FALSE,2011,2013,,['GoHands'],"['Comedy', 'Shounen', 'Crude', 'Newly Co-ed School', 'Parody', 'School Life', 'Student Council', 'Based on a 4-Koma Manga', 'Based on a Manga']",['Sexual Content'],4093,2457,205,4.206,4663,
Full Metal Panic!,TV,24,FALSE,2002,2002,Winter,['GONZO'],"['Action', 'Comedy', 'Mecha', 'Sci Fi', 'Shounen', 'Military', 'Tsundere', 'Based on a Light Novel']",['Violence'],49496,2473,2075,4.206,36698,
Monthly Girls' Nozaki-kun Specials,DVD Special,6,FALSE,2014,2015,,['Doga Kobo'],"['Comedy', 'Shounen', 'Gag', 'School Life', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],6093,348,74,4.205,4139,
Durarara!! X2: My Heart Is in the Pattern of a Hot Pot,Other,1,FALSE,2015,2015,Spring,['Shuka'],"['Slice of Life', 'Food and Beverage', 'Supernatural']",[],3051,70,17,4.205,1883,
Dragon Ball Z,TV,291,FALSE,1989,1996,Summer,['Toei Animation'],"['Action', 'Fantasy', 'Shounen', 'Aliens', 'Hand to Hand Combat', 'Martial Arts', 'Superpowers', 'Based on a Manga']",[],82344,3420,3286,4.205,58694,
The Rose of Versailles,TV,40,FALSE,1979,1980,,['TMS Entertainment'],"['Drama', 'Romance', 'Shoujo', '18th Century', 'Europe', 'France', 'French Revolution', 'Historical', 'Political', 'Social Gap', 'Based on a Manga']",[],3065,380,369,4.204,2533,
Emma: A Victorian Romance - Second Act,TV,12,FALSE,2007,2007,Spring,['Ajia-do'],"['Drama', 'Romance', 'Seinen', '19th Century', 'Adult Couples', 'England', 'Europe', 'Historical', 'Maids', 'Mature Romance', 'Social Gap', 'Work Life', 'Based on a Manga']",[],2489,101,66,4.203,1770,
Big Windup!,TV,25,FALSE,2007,2007,Spring,['A-1 Pictures'],"['Comedy', 'Drama', 'Seinen', 'Sports', 'Baseball', 'Mental Illness', 'School Club', 'School Life', 'Based on a Manga']","['Bullying', 'Emotional Abuse']",5731,579,349,4.204,4326,
Vampire Hunter D: Bloodlust,Movie,1,FALSE,2000,2000,,['MADHOUSE'],"['Action', 'Adventure', 'Mercenaries', 'Non-Human Protagonists', 'Post-apocalyptic', 'Star-Crossed Lovers', 'Vampires', 'Based on a Novel']","['Explicit Violence', 'Nudity']",20753,155,92,4.203,14009,
Tiger & Bunny,TV,25,FALSE,2011,2011,Spring,['Sunrise'],"['Action', 'Comedy', 'Sci Fi', 'Superheroes', 'Superpowers', 'Original Work']","['Mature Themes', 'Physical Abuse', 'Domestic Abuse']",9256,1366,1063,4.203,7984,96
Hakuouki Movie 1: Wild Dance of Kyoto,Movie,1,FALSE,2013,2013,,['Studio Deen'],"['Action', 'Drama', 'Reverse Harem', 'Feudal Japan', 'Historical', 'Samurai', 'Based on an Otome Game', 'Based on a Visual Novel']",[],1946,50,28,4.205,1135,
Detective Conan Movie 17: Zekkai no Private Eye,Movie,1,FALSE,2013,2013,Summer,['TMS Entertainment'],"['Action', 'Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Thriller', 'Based on a Manga']",[],2194,21,11,4.202,1249,24
Bungou Stray Dogs: Walking Alone,OVA,1,FALSE,2017,2017,,['Bones'],"['Action', 'Mystery', 'Seinen', 'Supernatural', 'Superpowers', 'Based on a Manga']",[],4121,95,14,4.202,2418,
You and Me. 2,TV,13,FALSE,2012,2012,Spring,['J.C. Staff'],"['Comedy', 'Shounen', 'Slice of Life', 'Iyashikei', 'School Life', 'Based on a Manga']",[],3748,336,111,4.202,2776,
Shiki Specials,DVD Special,2,FALSE,2011,2011,,['Daume'],"['Horror', 'Countryside', 'Psychological', 'Supernatural', 'Vampires', 'Based on a Light Novel']",['Explicit Violence'],5911,101,26,4.201,4123,
The World God Only Knows: Tenri Arc,OVA,2,FALSE,2012,2012,Winter,['Manglobe'],"['Comedy', 'Fantasy', 'Romance', 'Shounen', 'Demons', 'Based on a Manga']",[],8772,160,36,4.201,5874,
Hozuki's Coolheadedness OVA 2,OVA,1,FALSE,2017,2017,,['Studio Deen'],"['Comedy', 'Seinen', 'Afterlife', 'Dark Comedy', 'Demons', 'Dogs', 'Gag', 'Hell', 'Japanese Mythology', 'Non-Human Protagonists', 'Parody', 'Satire', 'Supernatural', 'Youkai', 'Based on a Manga']",[],441,20,6,4.197,236,
Kuroko's Basketball Movie 3: Winter Cup Highlights -Crossing the Door-,Movie,1,FALSE,2016,2016,Fall,['Production I.G'],"['Shounen', 'Sports', 'Basketball', 'Recap', 'School Club', 'Tournaments', 'Based on a Manga']",[],1379,34,17,4.201,684,
Fairy Tail Movie 2: Dragon Cry,Movie,1,FALSE,2017,2017,,['A-1 Pictures'],"['Action', 'Fantasy', 'Shounen', 'Guilds', 'Magic', 'Based on a Manga']",[],7497,341,29,4.202,4476,100
Love Live! The School Idol Movie,Movie,1,FALSE,2015,2015,Summer,['Sunrise'],"['Idols', 'Music']",[],2972,57,18,4.2,2024,
Ride Your Wave,Movie,1,FALSE,2019,2019,,['Science SARU'],"['Drama', 'Romance', 'Slice of Life', 'Adult Couples', 'Firefighters', 'Mature Romance', 'Original Work']",[],757,58,19,4.199,549,
Thunderbolt Fantasy Movie: The Sword of Life and Death,Movie,1,FALSE,2017,2017,Winter,['Pili International Multimedia'],"['Action', 'Fantasy', 'Ancient China', 'Swordplay', 'Wuxia', 'Original Work']",['Explicit Violence'],252,22,18,4.199,169,
Nura: Rise of the Youkai Clan OVA,OVA,2,FALSE,2012,2013,,['Studio Deen'],"['Japanese Mythology', 'Youkai']",[],2482,59,24,4.198,1392,
The Heroic Legend of Arslan: Dust Storm Dance,TV,8,FALSE,2016,2016,Summer,['LIDEN FILMS'],"['Action', 'Adventure', 'Fantasy', 'Shounen', 'Medieval', 'Middle Eastern', 'Military', 'Political', 'Rebellions', 'Royalty', 'Swordplay', 'War', 'Based on a Manga']",['Violence'],5998,461,132,4.199,4527,
Yaoshenji 2nd Season,Web,40,FALSE,2018,2018,,[],"['Action', 'Fantasy', 'Chinese Animation', 'Cultivation', 'Martial Arts', 'Short Episodes', 'Xianxia', 'Based on a Light Novel', 'CG Animation']",[],680,128,14,4.199,467,
Black Butler,TV,24,FALSE,2008,2009,Fall,['A-1 Pictures'],"['Shounen', '19th Century', 'Butlers', 'Demons', 'England', 'Europe', 'Master-Servant Relationship', 'Nobility', 'Non-Human Protagonists', 'Supernatural', 'Based on a Manga']",[],59970,6848,4174,4.198,47050,
Silver Fang,TV,21,FALSE,1986,1986,,['Toei Animation'],"['Action', 'Adventure', 'Shounen', 'Animal Protagonists', 'Bears', 'Dogs', 'Non-Human Protagonists', 'Revenge', 'Based on a Manga']","['Animal Abuse', 'Explicit Violence', 'Mature Themes']",2076,59,86,4.198,1487,
The New Prince of Tennis OVA vs. Genius 10,OVA,10,FALSE,2014,2015,,['Production I.G'],"['Shounen', 'Sports', 'Tennis', 'Based on a Manga']",[],1070,287,18,4.198,693,
A Lull in the Sea,TV,26,FALSE,2013,2014,Fall,['P.A. Works'],"['Drama', 'Fantasy', 'Romance', 'Coming of Age', 'Love Triangle', 'Ocean', 'Unrequited Love', 'Original Work']",[],13019,2102,1574,4.197,11334,
Hidamari Sketch x 365 EX,DVD Special,1,FALSE,2009,2009,,['Shaft'],"['Comedy', 'Seinen', 'Slice of Life', 'Art', 'Art School', 'Based on a 4-Koma Manga', 'Based on a Manga']",[],981,13,8,4.196,578,
D.Gray-man Hallow,TV,13,FALSE,2016,2016,Summer,"['TMS Entertainment', '8 Pan']","['Action', 'Adventure', 'Shounen', 'Afterlife', 'Demons', 'Supernatural', 'Superpowers', 'Based on a Manga']",[],6184,1088,324,4.196,4702,25
Kengan Ashura 2,Web,12,FALSE,2019,2019,Fall,['Larx Entertainment'],"['Action', 'Drama', 'Shounen', 'Hand to Hand Combat', 'Martial Arts', 'Tournaments', 'Based on a Manga']","['Explicit Violence', 'Mature Themes', 'Physical Abuse']",1545,100,10,4.197,1028,
Haikyuu!! Lev Kenzan!,Other,1,FALSE,2014,2014,,['Production I.G'],"['Shounen', 'Sports', 'School Club', 'Volleyball', 'Based on a Manga']",[],4011,66,11,4.196,2528,42
Drifters: Special Edition,OVA,1,FALSE,2016,2016,,['Hoods Drifters Studio'],"['Action', 'Seinen', 'Historical', 'Person in a Strange World', 'Rebellions', 'Samurai', 'Based on a Manga']",['Explicit Violence'],1803,72,23,4.195,1159,
Hanada Shounen-shi,TV,25,FALSE,2002,2003,Fall,['MADHOUSE'],"['Comedy', 'Seinen', 'Countryside', 'Crude', 'Family Life', 'Ghosts', 'Supernatural', 'Based on a Manga']",['Nudity'],516,35,73,4.193,383,
Eureka Seven,TV,50,FALSE,2005,2006,Spring,['Bones'],"['Action', 'Adventure', 'Mecha', 'Romance', 'Sci Fi', 'Coming of Age', 'Military', 'Original Work']",['Violence'],33657,2631,2776,4.194,26636,93
Porco Rosso,Movie,1,FALSE,1992,1992,,['Studio Ghibli'],"['Action', 'Adventure', 'Aviation', 'Curse', 'Europe', 'Pigs', 'Pirates', 'Based on a Manga']",[],17965,98,88,4.194,12582,
Mobile Suit Gundam Wing: Endless Waltz,OVA,3,FALSE,1997,1997,Winter,['Sunrise'],"['Action', 'Mecha', 'Sci Fi', 'Outer Space']",[],13006,53,51,4.194,7502,
Macross Frontier Movie 2: Sayonara no Tsubasa,Movie,1,FALSE,2011,2011,,['Satelight'],"['Action', 'Drama', 'Mecha', 'Romance', 'Sci Fi', 'Idols', 'Love Triangle', 'Music', 'Real Robot', 'Transforming Mecha']",[],2058,34,18,4.193,1304,
Little Witch Academia: The Enchanted Parade,OVA,1,FALSE,2015,2015,Summer,['Studio Trigger'],"['Fantasy', 'Magic', 'Magic School', 'School Life', 'Witches', 'Original Work']",[],7081,89,31,4.193,4854,24
Detective Conan OVA 10: Kid in Trap Island,OVA,1,FALSE,2010,2010,,[],"['Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Island', 'Police', 'Thieves', 'Based on a Manga']",[],2766,22,12,4.194,1432,
Blue Spring Ride,TV,12,FALSE,2014,2014,Summer,['Production I.G'],"['Drama', 'Romance', 'Shoujo', 'Love Triangle', 'School Life', 'Based on a Manga']",[],23909,1590,684,4.193,17784,
Xing Chen Bian,Web,12,FALSE,2018,2018,,['Foch'],"['Action', 'Chinese Animation', 'Based on a Novel', 'CG Animation']",[],314,86,14,4.171,210,
Assassination Classroom: Jump Festa 2013 Special,Other,1,FALSE,2013,2013,,[],"['Action', 'Comedy', 'Shounen', 'Aliens', 'Assassins', 'Non-Human Protagonists', 'School Life', 'Based on a Manga']",[],14710,1337,313,4.192,9166,
ef - a tale of memories,TV,12,FALSE,2007,2007,Fall,['Shaft'],"['Drama', 'Romance', 'Amnesia', 'Illness', 'Love Triangle', 'Based on an Eroge', 'Based on a Visual Novel']",['Sexual Content'],16175,987,925,4.192,12475,
Zoku Sayonara Zetsubou Sensei,TV,13,FALSE,2008,2008,Summer,['Shaft'],"['Comedy', 'Shounen', 'Slice of Life', 'Breaking the Fourth Wall', 'Dark Comedy', 'Gag', 'Parody', 'Satire', 'School Life', 'Teaching', 'Based on a Manga']","['Mature Themes', 'Suicide']",8452,920,457,4.192,6432,
Quanzhi Fashi 4th Season,Web,3,TRUE,2020,,,['Foch'],"['Action', 'Fantasy', 'Chinese Animation', 'Elemental Powers', 'Magic', 'School Life', 'Supernatural', 'Urban Fantasy', 'Based on a Novel']",[],,94,2,3.795,25,
Kyou Kara Ore Wa!!,OVA,10,FALSE,1992,1997,Winter,['Studio Pierrot'],"['Comedy', 'Shounen', 'Delinquents', 'Hand to Hand Combat', 'School Life', 'Based on a Manga']","['Bullying', 'Mature Themes', 'Physical Abuse']",856,119,63,4.194,660,
Your lie in April: Moments,OVA,1,FALSE,2015,2015,,['A-1 Pictures'],"['Drama', 'Shounen', 'Music', 'Tournaments', 'Based on a Manga']",[],5675,91,40,4.191,3752,
Radiant 2nd Season,TV,21,FALSE,2019,2020,Fall,['Lerche'],"['Action', 'Adventure', 'Fantasy', 'Based on a Manga']",[],1302,863,55,4.195,1185,
"Love, Chunibyo & Other Delusions!",TV,12,FALSE,2012,2012,Fall,['Kyoto Animation'],"['Comedy', 'Drama', 'Romance', 'School Life', 'Based on a Light Novel']",[],33826,2086,1326,4.19,26102,
That Time I Got Reincarnated as a Slime OVA,OVA,3,TRUE,2019,,,['8-Bit'],"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Shounen', 'Demons', 'Isekai', 'Magic', 'Monsters', 'Overpowered Main Characters', 'Person in a Strange World', 'Reincarnation', 'RPG', 'Slimes', 'Based on a Manga']",[],,3859,70,4.188,1849,
Kuroko's Basketball: Let's Do That Again,DVD Special,1,FALSE,2014,2014,Summer,['Production I.G'],"['Shounen', 'Sports', 'Basketball', 'Based on a Manga']",[],3143,50,16,4.19,1928,
Daily Lives of High School Boys Specials,DVD Special,6,FALSE,2012,2012,Winter,['Sunrise'],"['Comedy', 'Shounen', 'Slice of Life', 'Gag', 'School Life', 'Based on a Manga']",[],5361,207,38,4.189,3582,
JoJo's Bizarre Adventure Re-Edited,TV Special,3,FALSE,2014,2014,,['David Production'],"['Action', 'Shounen', 'Hand to Hand Combat', 'Recap', 'Supernatural', 'Based on a Manga']",[],494,103,10,4.192,250,
A Certain Magical Index II,TV,24,FALSE,2010,2011,Fall,['J.C. Staff'],"['Action', 'Sci Fi', 'Magic', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Light Novel']",[],22764,2114,570,4.189,16737,
The World is Still Beautiful,TV,12,FALSE,2014,2014,Spring,['Studio Pierrot'],"['Fantasy', 'Romance', 'Shoujo', 'Age Gap', 'Arranged Marriage', 'Lifestyle Change', 'Royalty', 'Based on a Manga']",[],13961,1167,885,4.188,10499,
Genshiken 2,TV,12,FALSE,2007,2007,Fall,['ARMS'],"['Comedy', 'Drama', 'Seinen', 'Slice of Life', 'College', 'Doujinshi Industry', 'Manga Industry', 'Otaku Culture', 'Parody', 'Satire', 'School Club', 'School Life', 'Based on a Manga']",[],9474,452,216,4.188,6771,
Digimon Adventure Tri. Movie 3: Confession,Movie,1,FALSE,2016,2016,,['Toei Animation'],"['Action', 'Drama', 'Sci Fi', 'Monsters']",[],2609,56,20,4.187,1680,48
Towa no Quon 6: Towa no Quon,Movie,1,FALSE,2011,2011,,['Bones'],"['Sci Fi', 'Supernatural', 'Superpowers', 'Original Work']",[],3079,39,14,4.188,2097,
Sound! Euphonium,TV,13,FALSE,2015,2015,Spring,['Kyoto Animation'],"['Drama', 'Music', 'School Club', 'School Life', 'Based on a Novel']",[],7151,866,438,4.188,5931,
ef - a tale of melodies,TV,12,FALSE,2008,2008,Fall,['Shaft'],"['Drama', 'Romance', 'Neighbors', 'Based on an Eroge', 'Based on a Visual Novel']",[],9985,691,565,4.187,7432,
A Certain Scientific Railgun,TV,24,FALSE,2009,2010,Fall,['J.C. Staff'],"['Action', 'Sci Fi', 'Elemental Powers', 'Psychic Powers', 'Supernatural', 'Superpowers', 'Based on a Manga']",[],24532,2573,1009,4.187,18822,
Kokoro Connect,TV,13,FALSE,2012,2012,Summer,['SILVER LINK'],"['Drama', 'Romance', 'Androphobia', 'Body Swapping', 'Love Triangle', 'School Club', 'School Life', 'Supernatural', 'Based on a Light Novel']",[],22102,1866,1126,4.186,17640,
Free! Eternal Summer,TV,13,FALSE,2014,2014,Summer,"['Kyoto Animation', 'Animation Do']","['Comedy', 'Drama', 'Sports', 'Childhood Friends', 'Rivalries', 'School Club', 'School Life', 'Swimming', 'Based on a Light Novel']",[],16139,1929,597,4.186,11897,
Future Diary,TV,26,FALSE,2011,2012,Fall,['asread'],"['Action', 'Shounen', 'Battle Royale', 'High Stakes Games', 'Play or Die', 'Psychological', 'PVP', 'Stalkers', 'Supernatural', 'Based on a Manga']","['Explicit Violence', 'Mature Themes', 'Nudity', 'Sexual Abuse', 'Sexual Content', 'Domestic Abuse']",61791,5415,2926,4.185,49141,
Lupin III: Part IV,TV,24,FALSE,2015,2015,Summer,['Telecom Animation Film'],"['Action', 'Comedy', 'Criminals', 'Europe', 'Italy', 'Thieves']",[],1080,267,114,4.187,948,22
Detective Conan OVA 9: The Stranger of 10 Years,OVA,1,FALSE,2009,2009,,[],"['Shounen', 'Age Transformation', 'Detectives', 'School Life', 'Time Travel', 'Based on a Manga']",[],3068,23,14,4.185,1621,
Hikaru no Go,TV,75,FALSE,2001,2003,Fall,['Studio Pierrot'],"['Shounen', 'Board Games', 'Body Sharing', 'Ghosts', 'Psychological', 'Supernatural', 'Tournaments', 'Based on a Manga']",[],11295,940,1360,4.185,8916,
Aria the Avvenire,OVA,3,FALSE,2015,2015,,['TYO Animations'],"['Shounen', 'Slice of Life', 'Apprenticeship', 'Iyashikei', 'Ocean', 'Based on a Manga']",[],586,48,11,4.184,440,
Claymore,TV,26,FALSE,2007,2007,Spring,['MADHOUSE'],"['Action', 'Fantasy', 'Shounen', 'Dark Fantasy', 'Demons', 'Dystopia', 'Medieval', 'Revenge', 'Superpowers', 'Swordplay', 'Based on a Manga']","['Explicit Violence', 'Mature Themes', 'Physical Abuse']",51709,3414,3248,4.184,42039,
Sword Art Online,TV,25,FALSE,2012,2012,Summer,['A-1 Pictures'],"['Action', 'Adventure', 'Fantasy', 'Sci Fi', 'Dungeon', 'High Stakes Games', 'MMORPG', 'Overpowered Main Characters', 'PVE', 'PVP', 'RPG', 'Trapped in a Video Game', 'Virtual Reality', 'Based on a Light Novel']","['Mature Themes', 'Physical Abuse', 'Sexual Abuse', 'Suicide']",117831,7144,4623,4.184,92416,24
Noragami OVA,OVA,2,FALSE,2014,2014,,['Bones'],"['Comedy', 'Shounen', 'Ghosts', 'Gods', 'Japanese Mythology', 'Non-Human Protagonists', 'Supernatural', 'Based on a Manga']",[],12514,1973,102,4.184,9190,4
Minami: Kawaki wo Ameku,Music Video,1,FALSE,2019,2019,Winter,[],['Drama'],[],816,26,6,4.178,498,
Space Battleship Yamato 2199: Hoshi-Meguru Hakobune,Movie,1,FALSE,2014,2014,,['XEBEC'],"['Action', 'Adventure', 'Sci Fi', 'Aliens', 'Leijiverse', 'Military', 'Outer Space', 'Space Opera']",[],549,27,17,4.183,398,
The Garden of Sinners Movie 6: Fairy Tale. (Oblivion Recording),Movie,1,FALSE,2008,2008,Fall,['ufotable'],"['Mystery', 'Overpowered Main Characters', 'Supernatural', 'Based on a Light Novel']","['Drug Use', 'Mature Themes']",8393,118,29,4.183,6312,
ID:INVADED,TV,13,FALSE,2020,2020,Winter,['NAZ'],"['Mystery', 'Sci Fi', 'Detectives', 'Psychological', 'Psychopaths', 'Serial Killers', 'Thriller', 'Original Work']","['Mature Themes', 'Suicide', 'Violence']",2695,1492,309,4.186,2591,
Eden of The East Movie I: The King of Eden,Movie,1,FALSE,2009,2009,,['Production I.G'],"['Mystery', 'America', 'Amnesia', 'Conspiracy', 'High Stakes Games']",[],16175,115,57,4.183,11373,
Lupin III: Jigen's Gravestone,Movie,1,FALSE,2014,2014,Summer,['Telecom Animation Film'],"['Action', 'Criminals', 'Guns', 'Noir', 'Thieves']","['Nudity', 'Violence']",910,28,9,4.185,665,61
Seitokai Yakuindomo Movie,Movie,1,FALSE,2017,2017,Winter,['GoHands'],"['Comedy', 'Shounen', 'Crude', 'Newly Co-ed School', 'Parody', 'Satire', 'Student Council', 'Based on a 4-Koma Manga', 'Based on a Manga']",['Sexual Content'],1111,41,11,4.182,721,
Blue Exorcist Movie,Movie,1,FALSE,2012,2012,,['A-1 Pictures'],"['Action', 'Fantasy', 'Shounen', 'Contemporary Fantasy', 'Demons', 'Supernatural', 'Urban Fantasy', 'Based on a Manga']",[],16627,195,61,4.182,10538,
Golden Boy,OVA,6,FALSE,1995,1996,Fall,['Studio A.P.P.P.'],"['Comedy', 'Ecchi', 'Seinen', 'Episodic', 'Playboys', 'Work Life', 'Based on a Manga']",['Explicit Sex'],21648,434,643,4.182,15855,
Zan Sayonara Zetsubou Sensei,TV,13,FALSE,2009,2009,Summer,['Shaft'],"['Comedy', 'Shounen', 'Breaking the Fourth Wall', 'Dark Comedy', 'Gag', 'Teaching', 'Based on a Manga']",[],4945,479,245,4.181,3649,
Haibane Renmei,TV,13,FALSE,2002,2002,Fall,['Radix'],"['Drama', 'Fantasy', 'Slice of Life', 'Afterlife', 'Amnesia', 'Angels', 'Countryside', 'Based on a Doujinshi']",[],13936,859,880,4.18,11245,
Tiger & Bunny The Movie: The Rising,Movie,1,FALSE,2014,2014,,['Sunrise'],"['Action', 'Comedy', 'Sci Fi', 'Superheroes', 'Superpowers', 'Original Work']",[],1372,31,10,4.181,917,27
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears,OVA,1,FALSE,2017,2017,Spring,['MADHOUSE'],"['Fantasy', 'Magical Girl', 'Henshin Heroes', 'Magic', 'Based on a Manga']",[],1526,31,11,4.181,983,108
Osomatsu-san The Movie,Movie,1,FALSE,2019,2019,Winter,['Studio Pierrot'],"['Comedy', 'Slice of Life', 'NEET', 'Siblings', 'Based on a Manga']",[],219,14,2,4.18,134,
My Bride Is a Mermaid OVA,OVA,2,FALSE,2008,2009,,"['AIC', 'GONZO']","['Comedy', 'Shounen', 'Mermaids', 'Based on a Manga']",[],5476,79,39,4.18,3391,
Saiunkoku Monogatari,TV,39,FALSE,2006,2007,Spring,['MADHOUSE'],"['Drama', 'Fantasy', 'Reverse Harem', 'Romance', 'Shoujo', 'Political', 'Royalty', 'Social Gap', 'Based on a Light Novel']",[],8917,1251,842,4.181,7288,
Luo Xiao Hei Zhan Ji,Web,28,FALSE,2011,2019,,[],"['Comedy', 'Fantasy', 'Cats', 'Chinese Animation', 'Short Episodes', 'CG Animation', 'Flash Animation']",[],44,25,5,4.179,38,
Free! -Timeless Medley- The Promise,Movie,1,FALSE,2017,2017,,"['Kyoto Animation', 'Animation Do']","['Sports', 'Recap', 'School Club', 'School Life', 'Swimming', 'Tournaments', 'Based on a Light Novel']",[],1233,67,14,4.175,645,
Non Non Biyori,TV,12,FALSE,2013,2013,Fall,['SILVER LINK'],"['Comedy', 'Seinen', 'Slice of Life', 'Countryside', 'Iyashikei', 'Lifestyle Change', 'School Life', 'Transfer Students', 'Based on a Manga']",[],6912,825,487,4.179,5860,
Blue Exorcist: Kyoto Saga,TV,12,FALSE,2017,2017,Winter,['A-1 Pictures'],"['Action', 'Drama', 'Fantasy', 'Shounen', 'Animeism', 'Contemporary Fantasy', 'Demons', 'Supernatural', 'Urban Fantasy', 'Based on a Manga']",[],17865,1997,494,4.179,12535,110
Naruto Shippuden Movie 6: Road to Ninja,Movie,1,FALSE,2012,2012,,['Studio Pierrot'],"['Action', 'Shounen', 'Ninja', 'Person in a Strange World', 'Based on a Manga']",[],19263,146,34,4.179,11362,
Star Blazers: Space Battleship Yamato 2202,OVA,26,FALSE,2017,2019,,['XEBEC'],"['Adventure', 'Drama', 'Sci Fi', 'Leijiverse', 'Outer Space', 'Space Opera']",[],269,214,24,4.178,292,
Tenchi Muyo! Ryo-Ohki 2,OVA,6,FALSE,1994,1995,Fall,['AIC'],"['Comedy', 'Ecchi', 'Fantasy', 'Aliens', 'Non-Human Protagonists', 'Space Pirates', 'Original Work']",['Nudity'],4623,73,31,4.178,2804,
My Hero Academia - All Might: Rising The Animation,DVD Special,1,FALSE,2019,2019,Winter,['Bones'],"['Action', 'Sci Fi', 'Shounen', 'Superheroes', 'Superpowers', 'Based on a Manga']",[],3501,114,14,4.177,1905,92
Eden of The East Movie II: Paradise Lost,Movie,1,FALSE,2010,2010,,['Production I.G'],"['Mystery', 'Conspiracy', 'High Stakes Games']",[],12737,113,45,4.178,8924,
Goku Sayonara Zetsubou Sensei,OVA,3,FALSE,2008,2009,,['Shaft'],"['Comedy', 'Shounen', 'Slice of Life', 'Breaking the Fourth Wall', 'Dark Comedy', 'Gag', 'Parody', 'Satire', 'Teaching', 'Based on a Manga']","['Mature Themes', 'Suicide']",4755,235,101,4.177,3399,
Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion,OVA,1,FALSE,2008,2008,Summer,['Sunrise'],"['Mecha', 'Sci Fi', 'Real Robot', 'Recap']",[],5639,57,46,4.177,2841,
Gankutsuou: The Count of Monte Cristo,TV,24,FALSE,2004,2005,Fall,['GONZO'],"['Drama', 'Mystery', 'Sci Fi', 'Abstract', 'Europe', 'Thriller', 'Based on a Novel']",[],8468,876,968,4.177,7445,
Cells at Work!,TV,13,FALSE,2018,2018,Summer,['David Production'],"['Action', 'Comedy', 'Shounen', 'Anthropomorphic', 'Educational', 'Episodic', 'Medical', 'Non-Human Protagonists', 'Based on a Manga']",['Violence'],8695,3146,1010,4.176,7687,
Ie Naki Ko Remi,TV,23,FALSE,1996,1997,,['Nippon Animation'],"['19th Century', 'Historical', 'World Masterpiece Theater', 'Based on a Novel']",[],564,28,28,4.172,380,
InuYasha: Kuroi Tessaiga,Movie,1,FALSE,2008,2008,,['Sunrise'],"['Action', 'Fantasy', 'Shounen', 'Animal Characteristics', 'Feudal Japan', 'Non-Human Protagonists', 'Person in a Strange World', 'Based on a Manga']",[],3908,115,23,4.175,2061,
The World God Only Knows,TV,12,FALSE,2010,2010,Fall,['Manglobe'],"['Comedy', 'Fantasy', 'Romance', 'Shounen', 'Demons', 'Otaku Culture', 'School Life', 'Based on a Manga']",[],31566,1946,1233,4.176,23830,
Detective Conan Movie 9: Strategy Above the Depths,Movie,1,FALSE,2005,2005,,['TMS Entertainment'],"['Drama', 'Mystery', 'Shounen', 'Age Transformation', 'Detectives', 'Ocean', 'Based on a Manga']",[],5494,28,21,4.174,2905,
Golden Kamuy,TV,12,FALSE,2018,2018,Spring,['Geno Studio'],"['Adventure', 'Drama', 'Historical', 'Military', 'Based on a Manga']",['Violence'],4286,1073,338,4.174,3681,
Hayate the Combat Butler!!,TV,25,FALSE,2009,2009,Spring,['J.C. Staff'],"['Comedy', 'Shounen', 'Butlers', 'Maids', 'Master-Servant Relationship', 'Parody', 'Tsundere', 'Based on a Manga']",[],10153,982,495,4.174,7202,
Free! Dive to the Future,TV,12,FALSE,2018,2018,Summer,"['Kyoto Animation', 'Animation Do']","['Sports', 'School Club', 'Swimming', 'Based on a Light Novel']",[],3483,883,175,4.175,2440,
